Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	        -106.185	               0
1.2500000000000e+000	       -1.754938	        8.907351
2.5000000000000e+000	       -2.071803	        4.127872
3.7500000000000e+000	       -2.236552	        2.569294
5.0000000000000e+000	       -2.377818	         1.74631
6.2500000000000e+000	       -2.595486	        1.296053
7.5000000000000e+000	       -2.403669	       0.6843089
8.7500000000000e+000	       -2.488797	       0.3186459
1.0000000000000e+001	       -2.424703	      0.03565218
1.1250000000000e+001	       -2.304475	       -0.191662
1.2500000000000e+001	       -2.161774	      -0.3686248
1.3750000000000e+001	       -1.979398	      -0.4847407
1.5000000000000e+001	        -1.75885	      -0.5946247
1.6250000000000e+001	       -1.565535	      -0.6918573
1.7500000000000e+001	        -1.32675	      -0.7961209
1.8750000000000e+001	       -1.118226	      -0.9003721
2.0000000000000e+001	      -0.9195098	       -1.007795
2.1250000000000e+001	      -0.7186111	       -1.078729
2.2500000000000e+001	      -0.5206767	       -1.120833
2.3750000000000e+001	       -0.310694	       -1.115868
2.5000000000000e+001	      -0.1160919	       -1.071151
2.6250000000000e+001	      0.05287566	       -1.012055
2.7500000000000e+001	       0.2034887	      -0.9430401
2.8750000000000e+001	       0.3296584	      -0.8820641
3.0000000000000e+001	       0.3001908	      -0.7622513
3.1250000000000e+001	       0.7526171	      -0.5820705
3.2500000000000e+001	       0.7016098	      -0.5537317
3.3750000000000e+001	       0.6889501	      -0.4576159
3.5000000000000e+001	       0.6734627	      -0.3770147
3.6250000000000e+001	        0.667705	      -0.3221511
3.7500000000000e+001	       0.6939518	      -0.2813964
3.8750000000000e+001	       0.7094749	      -0.2540395
4.0000000000000e+001	       0.7280142	      -0.2168814
4.1250000000000e+001	       0.7228261	      -0.1678798
4.2500000000000e+001	       0.6889761	     -0.08243114
4.3750000000000e+001	       0.6581389	   9.760747e-005
4.5000000000000e+001	       0.6249056	      0.09357678
4.6250000000000e+001	       0.5979654	       0.1727191
4.7500000000000e+001	       0.5751289	       0.2504522
4.8750000000000e+001	       0.5338295	        0.320935
5.0000000000000e+001	       0.4805236	       0.3419899
5.1250000000000e+001	       0.4265124	       0.4213822
5.2500000000000e+001	       0.3927278	       0.4103091
5.3750000000000e+001	       0.3458158	       0.3884631
5.5000000000000e+001	       0.3342914	       0.3492099
5.6250000000000e+001	        0.363104	       0.3043269
5.7500000000000e+001	       0.4805239	       0.2320146
5.8750000000000e+001	       0.8425603	      0.02274995
6.0000000000000e+001	         1.84528	       -1.605131
6.1250000000000e+001	       -2.351306	      -0.9143028
6.2500000000000e+001	       -1.269019	      0.02298895
6.3750000000000e+001	       -0.939704	        0.122889
6.5000000000000e+001	      -0.7963317	       0.1807091
6.6250000000000e+001	      -0.6962283	       0.2044958
6.7500000000000e+001	      -0.6404863	       0.1931081
6.8750000000000e+001	      -0.6081574	       0.1910333
7.0000000000000e+001	      -0.5881411	       0.1556423
