Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	       -1.122403	               0
1.2500000000000e+000	      0.04043515	      0.02497438
2.5000000000000e+000	     0.005331127	    -0.006416811
3.7500000000000e+000	     0.001391529	     -0.01217937
5.0000000000000e+000	     0.001840463	     -0.02083996
6.2500000000000e+000	      0.01728105	     -0.02743413
7.5000000000000e+000	      0.00261228	     -0.02394146
8.7500000000000e+000	      0.01235545	     -0.01500079
1.0000000000000e+001	      0.01906177	     -0.01143858
1.1250000000000e+001	      0.01505068	    -0.007719825
1.2500000000000e+001	      0.01654967	    -0.003057336
1.3750000000000e+001	      0.01297779	    -0.002091503
1.5000000000000e+001	     0.008513821	     -0.00104333
1.6250000000000e+001	     0.006631917	   -0.0006898378
1.7500000000000e+001	     0.004944324	    -0.002884411
1.8750000000000e+001	     0.005641776	     -0.00203694
2.0000000000000e+001	    0.0009330426	    -0.003676444
2.1250000000000e+001	     0.006919382	     0.002764772
2.2500000000000e+001	     0.007950003	    0.0009432474
2.3750000000000e+001	     0.009807543	   -0.0004320262
2.5000000000000e+001	      0.00759193	   -0.0009813051
2.6250000000000e+001	     0.003460254	     0.002254558
2.7500000000000e+001	    -0.001992484	    0.0006760319
2.8750000000000e+001	     -0.01165783	     0.005994586
3.0000000000000e+001	      0.01156123	      0.08936216
3.1250000000000e+001	      0.01320801	      0.00730355
3.2500000000000e+001	     0.003022523	     0.006688099
3.3750000000000e+001	     0.001274839	     0.004919214
3.5000000000000e+001	    -0.001784818	     0.003958615
3.6250000000000e+001	    -0.003353116	     0.003459527
3.7500000000000e+001	    -0.003952861	      0.00325317
3.8750000000000e+001	    -0.004517092	     0.001236226
4.0000000000000e+001	    -0.005596193	    0.0008821959
4.1250000000000e+001	    -0.005111064	    -0.001467771
4.2500000000000e+001	    -0.009329483	    -0.001549978
4.3750000000000e+001	    -0.009793633	    -0.001583788
4.5000000000000e+001	    -0.009670882	    -0.002396107
4.6250000000000e+001	    -0.009963181	    -0.001330294
4.7500000000000e+001	     -0.01055975	    -0.001658295
4.8750000000000e+001	     -0.01056221	   -0.0007239794
5.0000000000000e+001	     -0.01356089	    0.0008221364
5.1250000000000e+001	     -0.01420555	     0.001225033
5.2500000000000e+001	     -0.01550857	     0.001443093
5.3750000000000e+001	     -0.02059981	     0.002381269
5.5000000000000e+001	     -0.02467008	     0.004960295
5.6250000000000e+001	     -0.03231693	     0.005656499
5.7500000000000e+001	     -0.04901394	      0.01104619
5.8750000000000e+001	     -0.08416568	      0.02745491
6.0000000000000e+001	      -0.1747914	       0.1779904
6.1250000000000e+001	       0.1893951	      0.09002084
6.2500000000000e+001	      0.09471515	      0.01569375
6.3750000000000e+001	      0.06625941	     0.006458144
6.5000000000000e+001	      0.05132212	     0.002935655
6.6250000000000e+001	      0.04395764	     0.001365482
6.7500000000000e+001	      0.03858338	   2.449272e-005
