Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	       -208.1129	               0
1.2500000000000e+000	       -2.033497	        14.42223
2.5000000000000e+000	       -2.864761	        6.561791
3.7500000000000e+000	       -3.007214	        3.875397
5.0000000000000e+000	       -3.068362	        2.437331
6.2500000000000e+000	       -3.164947	        1.536884
7.5000000000000e+000	       -2.874334	       0.8731903
8.7500000000000e+000	       -2.876382	       0.3172078
1.0000000000000e+001	       -2.835101	     -0.08323095
1.1250000000000e+001	       -2.746994	      -0.3735976
1.2500000000000e+001	       -2.611494	       -0.596374
1.3750000000000e+001	       -2.432324	      -0.7749441
1.5000000000000e+001	       -2.179338	      -0.9197067
1.6250000000000e+001	       -1.904411	       -1.048843
1.7500000000000e+001	       -1.605231	       -1.189554
1.8750000000000e+001	       -1.333945	       -1.307064
2.0000000000000e+001	       -1.060662	       -1.421936
2.1250000000000e+001	      -0.8283775	       -1.511344
2.2500000000000e+001	      -0.5869581	        -1.57941
2.3750000000000e+001	      -0.3976993	       -1.649221
2.5000000000000e+001	      -0.2416537	       -1.676758
2.6250000000000e+001	      -0.1254389	       -1.659515
2.7500000000000e+001	      -0.0337404	       -1.585637
2.8750000000000e+001	       0.0774996	       -1.475049
3.0000000000000e+001	       0.1366974	       -1.310166
3.1250000000000e+001	       0.3729281	       -1.090009
3.2500000000000e+001	       0.4471323	      -0.9686732
3.3750000000000e+001	       0.5400435	       -0.801743
3.5000000000000e+001	       0.6200364	       -0.646057
3.6250000000000e+001	       0.6841429	      -0.4923328
3.7500000000000e+001	       0.7379629	      -0.3457876
3.8750000000000e+001	       0.7614676	      -0.2073186
4.0000000000000e+001	       0.7842166	     -0.07014498
4.1250000000000e+001	       0.7822112	       0.0589574
4.2500000000000e+001	       0.7705629	       0.1877107
4.3750000000000e+001	       0.7456555	       0.3124093
4.5000000000000e+001	        0.715075	       0.4268639
4.6250000000000e+001	       0.6685756	       0.5376246
4.7500000000000e+001	       0.5956601	       0.6325781
4.8750000000000e+001	       0.5275373	       0.7113611
5.0000000000000e+001	       0.3856746	        0.791689
5.1250000000000e+001	       0.3575831	        0.857788
5.2500000000000e+001	       0.2648504	       0.8613969
5.3750000000000e+001	       0.1947942	       0.8538663
5.5000000000000e+001	       0.1729351	        0.825419
5.6250000000000e+001	       0.2164323	       0.7577936
5.7500000000000e+001	        0.384697	       0.6629143
5.8750000000000e+001	        0.766559	       0.4502902
6.0000000000000e+001	        1.642091	      -0.9354917
6.1250000000000e+001	       -1.854044	      -0.3197847
6.2500000000000e+001	      -0.9261906	       0.4205337
6.3750000000000e+001	      -0.6921036	       0.4618872
6.5000000000000e+001	      -0.6336513	       0.4441006
6.6250000000000e+001	      -0.6101906	        0.392971
6.7500000000000e+001	      -0.5994125	       0.3214566
6.8750000000000e+001	      -0.6129162	       0.2341153
7.0000000000000e+001	      -0.6250749	       0.1554767
