Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	        25.72882	               0
1.2500000000000e+000	       0.1316196	       -1.813149
2.5000000000000e+000	       0.2668258	      -0.8229181
3.7500000000000e+000	       0.2853011	      -0.4956552
5.0000000000000e+000	       0.2648914	      -0.3147255
6.2500000000000e+000	       0.2090927	      -0.1360193
7.5000000000000e+000	       0.3682987	      -0.1629276
8.7500000000000e+000	       0.3160829	     -0.09602702
1.0000000000000e+001	       0.2781577	     -0.04096795
1.1250000000000e+001	       0.2708022	     0.005374096
1.2500000000000e+001	       0.2527075	      0.03297202
1.3750000000000e+001	       0.2354028	      0.05312518
1.5000000000000e+001	       0.2160164	      0.07958627
1.6250000000000e+001	       0.1928356	      0.08871715
1.7500000000000e+001	       0.1759014	       0.1041249
1.8750000000000e+001	       0.1571258	       0.1180504
2.0000000000000e+001	       0.1284888	       0.1176839
2.1250000000000e+001	       0.1246235	        0.123494
2.2500000000000e+001	      0.08717556	       0.1314269
2.3750000000000e+001	      0.07662427	       0.1359681
2.5000000000000e+001	      0.05449343	       0.1319994
2.6250000000000e+001	      0.02038844	       0.1239184
2.7500000000000e+001	    -0.007915823	       0.1247711
2.8750000000000e+001	     -0.08446744	       0.1355497
3.0000000000000e+001	      -0.2037457	       0.5818726
3.1250000000000e+001	       0.1242938	       0.1171636
3.2500000000000e+001	      0.04540449	       0.0993548
3.3750000000000e+001	      0.01563727	      0.08523034
3.5000000000000e+001	     0.006459279	      0.06791986
3.6250000000000e+001	     -0.01257901	      0.05715655
3.7500000000000e+001	     -0.01804627	      0.03769387
3.8750000000000e+001	     -0.01079181	      0.02580717
4.0000000000000e+001	     -0.01562093	      0.01205794
4.1250000000000e+001	    -0.009445983	    -0.003465095
4.2500000000000e+001	    -0.004356031	     -0.02749026
4.3750000000000e+001	      0.01151458	      -0.0363291
4.5000000000000e+001	       0.0264792	     -0.04775434
4.6250000000000e+001	      0.04066849	     -0.06724412
4.7500000000000e+001	      0.06186317	     -0.07652692
4.8750000000000e+001	      0.09023422	      -0.0928621
5.0000000000000e+001	       0.1231778	      -0.1363548
5.1250000000000e+001	       0.1175071	      -0.1053051
5.2500000000000e+001	       0.1760643	       -0.100947
5.3750000000000e+001	       0.2496471	      -0.1100638
5.5000000000000e+001	        0.318233	      -0.1240782
5.6250000000000e+001	       0.4402851	      -0.1509248
5.7500000000000e+001	       0.6351699	      -0.2020226
5.8750000000000e+001	         1.06713	      -0.4135285
6.0000000000000e+001	        2.079649	       -2.175082
6.1250000000000e+001	       -2.125086	        -1.12312
6.2500000000000e+001	      -0.9760209	      -0.2387497
6.3750000000000e+001	      -0.6283167	      -0.1275585
6.5000000000000e+001	      -0.4639126	      -0.0648488
6.6250000000000e+001	      -0.3521081	     -0.03303982
6.7500000000000e+001	       -0.274806	     -0.05149402
6.8750000000000e+001	      -0.2406339	     -0.03440796
