Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	        222.1315	               0
1.2500000000000e+000	        1.798982	       -13.70304
2.5000000000000e+000	        2.759982	       -6.095205
3.7500000000000e+000	        2.892158	       -3.560614
5.0000000000000e+000	         2.85834	       -2.199277
6.2500000000000e+000	         2.73495	       -1.296453
7.5000000000000e+000	        2.729915	      -0.5845377
8.7500000000000e+000	        2.589411	      -0.1478754
1.0000000000000e+001	        2.467713	       0.1786761
1.1250000000000e+001	        2.329238	       0.4196298
1.2500000000000e+001	        2.168053	       0.6134726
1.3750000000000e+001	        2.009673	       0.7708329
1.5000000000000e+001	        1.810222	       0.9279746
1.6250000000000e+001	        1.607062	        1.096104
1.7500000000000e+001	        1.385321	         1.23143
1.8750000000000e+001	        1.174031	        1.357745
2.0000000000000e+001	       0.9517254	        1.455408
2.1250000000000e+001	        0.756373	        1.529931
2.2500000000000e+001	       0.5830059	        1.576558
2.3750000000000e+001	       0.4468588	        1.574945
2.5000000000000e+001	       0.3046139	        1.513364
2.6250000000000e+001	       0.1692553	        1.419966
2.7500000000000e+001	      0.02229252	         1.28236
2.8750000000000e+001	      -0.1141038	        1.138217
3.0000000000000e+001	      -0.2469903	       0.9932286
3.1250000000000e+001	      -0.3594896	       0.8536058
3.2500000000000e+001	      -0.4700324	         0.69808
3.3750000000000e+001	      -0.5586781	       0.5629652
3.5000000000000e+001	       -0.626738	       0.4289778
3.6250000000000e+001	      -0.6762888	       0.2961711
3.7500000000000e+001	      -0.7156205	       0.1723801
3.8750000000000e+001	      -0.7305183	      0.05145807
4.0000000000000e+001	      -0.7448903	     -0.06229156
4.1250000000000e+001	      -0.7478147	      -0.1705608
4.2500000000000e+001	      -0.7353479	      -0.2725379
4.3750000000000e+001	      -0.7178067	      -0.3685281
4.5000000000000e+001	      -0.7149628	      -0.4594405
4.6250000000000e+001	      -0.6989708	      -0.5343761
4.7500000000000e+001	      -0.6852617	      -0.6008416
4.8750000000000e+001	      -0.6582941	      -0.6611467
5.0000000000000e+001	      -0.6048051	      -0.7542414
5.1250000000000e+001	      -0.6488839	      -0.7723479
5.2500000000000e+001	      -0.6695735	       -0.797232
5.3750000000000e+001	        -0.70267	      -0.7837366
5.5000000000000e+001	      -0.8194581	      -0.7710505
5.6250000000000e+001	        -1.08327	      -0.7058001
5.7500000000000e+001	       -1.702637	       -0.480251
5.8750000000000e+001	       -3.506002	       0.6475753
6.0000000000000e+001	        1.553134	        12.14376
6.1250000000000e+001	        4.363879	       0.3038315
6.2500000000000e+001	         2.69511	      -0.3693209
6.3750000000000e+001	        2.094699	      -0.4297411
6.5000000000000e+001	        1.797165	      -0.4153368
6.6250000000000e+001	        1.574487	      -0.3725026
6.7500000000000e+001	        1.431769	      -0.2484513
6.8750000000000e+001	        1.338357	      -0.1636538
7.0000000000000e+001	        1.253251	     -0.07700155
