Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	       -217.5797	               0
1.2500000000000e+000	       -2.790177	        18.06505
2.5000000000000e+000	       -3.633648	        8.052121
3.7500000000000e+000	       -3.789765	        4.724701
5.0000000000000e+000	        -3.80979	         2.91291
6.2500000000000e+000	       -3.851483	        1.761216
7.5000000000000e+000	       -3.528175	       0.7817646
8.7500000000000e+000	       -3.496584	      0.02647026
1.0000000000000e+001	       -3.408691	      -0.5563467
1.1250000000000e+001	       -3.314661	       -1.043808
1.2500000000000e+001	       -3.276386	       -1.421761
1.3750000000000e+001	       -3.234932	       -1.662987
1.5000000000000e+001	       -3.168843	       -1.716855
1.6250000000000e+001	       -2.961672	       -1.662889
1.7500000000000e+001	       -2.585191	        -1.58173
1.8750000000000e+001	       -2.142514	       -1.564031
2.0000000000000e+001	       -1.692036	       -1.589912
2.1250000000000e+001	       -1.272917	       -1.623305
2.2500000000000e+001	      -0.8795099	       -1.645491
2.3750000000000e+001	       -0.531532	       -1.652421
2.5000000000000e+001	      -0.1898794	       -1.635811
2.6250000000000e+001	       0.1246022	       -1.598588
2.7500000000000e+001	       0.4141359	       -1.547211
2.8750000000000e+001	       0.6810464	       -1.477764
3.0000000000000e+001	       0.8526441	       -1.376781
3.1250000000000e+001	        1.405394	       -1.275451
3.2500000000000e+001	        1.504778	       -1.320051
3.3750000000000e+001	        1.566733	        -1.33859
3.5000000000000e+001	        1.493819	       -1.326984
3.6250000000000e+001	        1.363712	       -1.242292
3.7500000000000e+001	        1.207395	       -1.069589
3.8750000000000e+001	        1.100971	      -0.8359874
4.0000000000000e+001	        1.044373	       -0.607085
4.1250000000000e+001	       0.9926264	      -0.3920136
4.2500000000000e+001	       0.9348527	      -0.1964198
4.3750000000000e+001	       0.8744574	      -0.0161617
4.5000000000000e+001	       0.8078244	       0.1442988
4.6250000000000e+001	       0.7309348	       0.2771796
4.7500000000000e+001	       0.6360734	       0.3911299
4.8750000000000e+001	       0.5380033	       0.4847988
5.0000000000000e+001	        0.417355	       0.5667962
5.1250000000000e+001	       0.3349774	       0.6357572
5.2500000000000e+001	       0.2302637	       0.6714934
5.3750000000000e+001	       0.1288115	       0.7025148
5.5000000000000e+001	      0.04091362	       0.7142957
5.6250000000000e+001	    -0.007362387	       0.7245709
5.7500000000000e+001	      0.02649557	       0.7140329
5.8750000000000e+001	        0.278112	       0.6123047
6.0000000000000e+001	        1.171167	      -0.8075084
6.1250000000000e+001	       -2.660266	  -5.315152e-005
6.2500000000000e+001	       -1.543745	       0.7267601
6.3750000000000e+001	       -1.191638	       0.6736017
6.5000000000000e+001	       -1.039459	       0.5452569
6.6250000000000e+001	      -0.9519421	       0.4139472
6.7500000000000e+001	      -0.8852866	       0.2620181
6.8750000000000e+001	      -0.8442281	       0.1345981
7.0000000000000e+001	      -0.7938769	     0.005297251
