Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	       -4.059416	               0
1.2500000000000e+000	      0.03324147	      0.07359157
2.5000000000000e+000	    -0.002146898	      0.03858132
3.7500000000000e+000	     -0.00171047	      0.02346893
5.0000000000000e+000	   -0.0005860067	      0.01308218
6.2500000000000e+000	      0.02057247	     0.003937321
7.5000000000000e+000	     -0.02311461	     0.007365389
8.7500000000000e+000	     -0.01565121	       0.0125315
1.0000000000000e+001	     -0.01743506	      0.01104829
1.1250000000000e+001	      -0.0197647	      0.01079067
1.2500000000000e+001	     -0.01951185	     0.008839755
1.3750000000000e+001	     -0.01798617	    0.0005335955
1.5000000000000e+001	     -0.01843949	    -0.001579773
1.6250000000000e+001	      -0.0152221	    -0.004813595
1.7500000000000e+001	     -0.01346826	    -0.006234475
1.8750000000000e+001	     -0.00908025	    -0.004668565
2.0000000000000e+001	    -0.008492473	    -0.002743128
2.1250000000000e+001	    -0.006900454	    -0.005802638
2.2500000000000e+001	     -0.01207316	    -0.004810065
2.3750000000000e+001	     -0.01407796	    -0.005577088
2.5000000000000e+001	      -0.0124856	     -0.00861679
2.6250000000000e+001	     -0.01526418	     -0.01083302
2.7500000000000e+001	     -0.01431468	      -0.0121498
2.8750000000000e+001	     -0.01331066	    -0.009628511
3.0000000000000e+001	     -0.01405793	      0.02202351
3.1250000000000e+001	      0.01709202	      -0.0184509
3.2500000000000e+001	      0.01353795	     -0.01577908
3.3750000000000e+001	      0.01224792	     -0.01102417
3.5000000000000e+001	      0.01302647	    -0.006859016
3.6250000000000e+001	      0.01096758	    -0.002915299
3.7500000000000e+001	       0.0105355	    -0.001186841
3.8750000000000e+001	     0.006712773	    0.0003455204
4.0000000000000e+001	     0.004469209	    0.0002668122
4.1250000000000e+001	      0.00173605	     0.001055989
4.2500000000000e+001	      0.00049462	      0.00103276
4.3750000000000e+001	    -0.001024378	     0.002652675
4.5000000000000e+001	    -0.002399187	      0.00202164
4.6250000000000e+001	    -0.004866616	     0.002362135
4.7500000000000e+001	    -0.006012102	     0.002044888
4.8750000000000e+001	    -0.007996421	     0.002952361
5.0000000000000e+001	    -0.007628921	    0.0004561485
5.1250000000000e+001	     -0.01512709	     0.003577767
5.2500000000000e+001	     -0.01364405	     0.006784346
5.3750000000000e+001	     -0.01751267	     0.006396992
5.5000000000000e+001	     -0.02137897	     0.009854773
5.6250000000000e+001	     -0.02831195	      0.01095633
5.7500000000000e+001	     -0.04458173	      0.01643052
5.8750000000000e+001	     -0.08101248	      0.02982433
6.0000000000000e+001	      -0.1735412	       0.1713953
6.1250000000000e+001	       0.1687389	      0.09629765
6.2500000000000e+001	      0.08145387	      0.02429083
6.3750000000000e+001	      0.05501473	      0.01320793
6.5000000000000e+001	      0.04256566	     0.006795669
6.6250000000000e+001	      0.03396063	     0.004123448
6.7500000000000e+001	      0.02551876	     0.003405319
