Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	       -23.88137	               0
1.2500000000000e+000	      -0.7391195	        3.715711
2.5000000000000e+000	      -0.6971005	         1.68324
3.7500000000000e+000	      -0.6895054	        1.023428
5.0000000000000e+000	      -0.7002841	        0.689421
6.2500000000000e+000	      -0.6921901	       0.4872915
7.5000000000000e+000	      -0.6930034	       0.3406231
8.7500000000000e+000	      -0.6727751	       0.2528141
1.0000000000000e+001	       -0.644779	       0.1794311
1.1250000000000e+001	       -0.605854	       0.1207882
1.2500000000000e+001	      -0.5549268	      0.06889091
1.3750000000000e+001	      -0.5028594	      0.02381045
1.5000000000000e+001	      -0.4464403	     -0.02439246
1.6250000000000e+001	       -0.395489	      -0.0632652
1.7500000000000e+001	      -0.3413282	      -0.1041904
1.8750000000000e+001	       -0.295395	       -0.134932
2.0000000000000e+001	      -0.2487108	      -0.1638598
2.1250000000000e+001	      -0.2088498	      -0.1800315
2.2500000000000e+001	      -0.1696379	      -0.1946966
2.3750000000000e+001	      -0.1312643	      -0.1982105
2.5000000000000e+001	     -0.09672318	      -0.2011601
2.6250000000000e+001	     -0.06391577	       -0.197505
2.7500000000000e+001	     -0.02949665	      -0.1928298
2.8750000000000e+001	    -0.003521736	      -0.1820406
3.0000000000000e+001	      0.02713586	       -0.170139
3.1250000000000e+001	      0.05345462	      -0.1564065
3.2500000000000e+001	      0.07644442	      -0.1417629
3.3750000000000e+001	      0.09666779	      -0.1251279
3.5000000000000e+001	       0.1163478	      -0.1061904
3.6250000000000e+001	        0.130322	     -0.08818506
3.7500000000000e+001	       0.1419581	     -0.06936131
3.8750000000000e+001	       0.1488216	     -0.05127702
4.0000000000000e+001	       0.1535769	     -0.03069881
4.1250000000000e+001	       0.1550369	     -0.01387618
4.2500000000000e+001	       0.1532359	     0.001330761
4.3750000000000e+001	       0.1462969	       0.0155919
4.5000000000000e+001	       0.1372015	      0.03219304
4.6250000000000e+001	       0.1258922	      0.04526277
4.7500000000000e+001	        0.113414	      0.05878286
4.8750000000000e+001	       0.0996896	      0.06938614
5.0000000000000e+001	      0.08646416	      0.08082718
5.1250000000000e+001	      0.07442891	      0.08625105
5.2500000000000e+001	      0.06314921	      0.09139661
5.3750000000000e+001	      0.05411404	      0.09247577
5.5000000000000e+001	      0.04697739	      0.09292765
5.6250000000000e+001	      0.04672154	      0.08740103
5.7500000000000e+001	      0.05861854	      0.08096279
5.8750000000000e+001	       0.1015601	      0.05026983
6.0000000000000e+001	       0.2194761	      -0.1834968
6.1250000000000e+001	      -0.3097242	     -0.03973896
6.2500000000000e+001	      -0.1745864	      0.05247266
6.3750000000000e+001	       -0.136482	      0.05354851
6.5000000000000e+001	      -0.1247447	      0.04631581
6.6250000000000e+001	      -0.1159637	       0.0375713
6.7500000000000e+001	      -0.1112868	       0.0255099
6.8750000000000e+001	      -0.1067991	       0.0137826
