Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real	 Imaginary

Units:
Hz	V / V	 
0.0000000000000e+000	        203.4287	               0
1.2500000000000e+000	        3.937348	       -18.65747
2.5000000000000e+000	         4.61723	       -8.366678
3.7500000000000e+000	        4.780653	        -4.83406
5.0000000000000e+000	        4.930655	       -2.857424
6.2500000000000e+000	        5.159997	       -1.621859
7.5000000000000e+000	        5.119528	      -0.6159217
8.7500000000000e+000	        5.328779	      0.09332093
1.0000000000000e+001	        5.361966	        0.481625
1.1250000000000e+001	        5.087955	       0.6073932
1.2500000000000e+001	        4.582751	       0.7263083
1.3750000000000e+001	        4.010399	       0.9014921
1.5000000000000e+001	         3.47808	        1.166487
1.6250000000000e+001	         3.00852	         1.45942
1.7500000000000e+001	        2.587412	        1.781001
1.8750000000000e+001	        2.198499	        2.053341
2.0000000000000e+001	         1.83081	        2.313574
2.1250000000000e+001	        1.514099	        2.508301
2.2500000000000e+001	        1.257355	         2.68539
2.3750000000000e+001	        1.142213	        2.753133
2.5000000000000e+001	        1.042541	        2.746093
2.6250000000000e+001	       0.9448456	        2.600007
2.7500000000000e+001	       0.7367558	        2.382533
2.8750000000000e+001	       0.4292449	        2.129628
3.0000000000000e+001	      0.09345783	        1.908974
3.1250000000000e+001	      -0.2340077	        1.699789
3.2500000000000e+001	      -0.5176831	        1.490521
3.3750000000000e+001	      -0.7570035	        1.291936
3.5000000000000e+001	       -0.964821	        1.092209
3.6250000000000e+001	       -1.125506	        0.905798
3.7500000000000e+001	       -1.221365	       0.7435922
3.8750000000000e+001	        -1.26868	       0.6021404
4.0000000000000e+001	       -1.255559	       0.4929968
4.1250000000000e+001	       -1.215463	       0.4025075
4.2500000000000e+001	       -1.161801	       0.3158546
4.3750000000000e+001	       -1.126934	       0.1937802
4.5000000000000e+001	       -1.106621	       0.0602296
4.6250000000000e+001	       -1.063617	     -0.07876305
4.7500000000000e+001	       -1.037597	        -0.21818
4.8750000000000e+001	      -0.9779729	       -0.351424
5.0000000000000e+001	      -0.9611241	      -0.4660512
5.1250000000000e+001	      -0.8586419	      -0.5187868
5.2500000000000e+001	      -0.7993245	      -0.5759838
5.3750000000000e+001	      -0.7769684	      -0.5933196
5.5000000000000e+001	      -0.7847995	      -0.5623255
5.6250000000000e+001	      -0.8764382	      -0.4950461
5.7500000000000e+001	       -1.194445	      -0.3148973
5.8750000000000e+001	       -2.104051	       0.3481746
6.0000000000000e+001	       -2.821686	        6.478604
6.1250000000000e+001	        4.235737	       0.1107567
6.2500000000000e+001	        2.265642	       -0.620123
6.3750000000000e+001	        1.663309	      -0.6073037
6.5000000000000e+001	        1.363038	      -0.5294626
6.6250000000000e+001	        1.179916	      -0.4172571
6.7500000000000e+001	          1.0861	      -0.2837123
6.8750000000000e+001	        0.999818	      -0.1861766
7.0000000000000e+001	       0.9312245	     -0.08569109
7.1250000000000e+001	       0.8734717	     0.008428184
